name;supplier;category;subcategory;reference;oem_reference;part_brand;price;quantity;delivery_time;vehicle_make;vehicle_model;year_start;year_end;engine;engine_number;viscosity;engine_type;volume_liters;specification;interval_km;description;synonyms;image_url;active
Tensioner Belt Aftermarket KAUT02090;Via Peças;part;Mechanical;KAUT02090;;;;1;Today;Aftermarket;Various;;;;;;;;;;Timing;tensor correia, belt tensioner;;yes
Kit Timing Aftermarket KAUT29296;Via Peças;part;Mechanical;KAUT29296;;;;1;Today;Aftermarket;Various;;;;;;;;;;Belt/Tensioners;kit distribuição, timing kit;;yes
Pump of Water Aftermarket KAUT3501080;Via Peças;part;Engine;KAUT3501080;;;;1;Today;Aftermarket;Various;;;;;;;;;;Arrefecimento;bomba de água, water pump;;yes
Kit Bearings Aftermarket KBS9922;Via Peças;part;Mechanical;KBS9922;;;39800.0;1;Today;Aftermarket;Various;;;;;;;;;;Wheel;kit rolamentos, bearing kit;;yes
Air Filter Klaxcar KLAXCAR/FA18;Via Peças;part;Filtration;KLAXCAR/FA18;;;7800.0;1;Today;Klaxcar;Various;;;;;;;;;;Aftermarket;filtro de ar, air filter;;yes
Rear Shock Absorber KYB KYB343287;Via Peças;part;Suspension;KYB343287;;;48000.0;1;Today;KYB;Toyota;2005;2015.0;Hilux;;;;;;;Excel-G (Gas);amortecedor tras, rear shock;;yes
Rear Shock Absorber KYB KYB343408;Via Peças;part;Suspension;KYB343408;;;45200.0;1;Today;KYB;Mitsubishi;2005;2015.0;L200 Triton;;;;;;;Excel-G (Gas);amortecedor tras, rear shock;;yes
Rear Shock Absorber KYB KYB349243;Via Peças;part;Suspension;KYB349243;;;39800.0;1;Today;KYB;Hyundai;2006;2012.0;Santa Fe;;;;;;;Excel-G (Gas);amortecedor tras, rear shock;;yes
Bulb Universal L061;Via Peças;part;Mechanical;L061;;;;1;Today;Universal;Various;;;;;;;;;;P21W / Lighting;lâmpada, bulb;;yes
Bulb Universal L129;Via Peças;part;Mechanical;L129;;;;1;Today;Universal;Various;;;;;;;;;;H7 / Lighting;lâmpada, bulb;;yes
Covers of Connecting Rod Aftermarket M121H-STD;Via Peças;part;Mechanical;M121H-STD;;;75800.0;1;Today;Aftermarket;Mitsubishi;;;4D56;;;;;;;Standard;capas de biela, conrod bearings;;yes
Main Bearing Set Aftermarket M736A-STD;Via Peças;part;Mechanical;M736A-STD;;;38500.0;1;Today;Aftermarket;Mitsubishi;;;4D56;;;;;;;Standard;capas de apoio, main bearings;;yes
Oil Filter Mitsubishi MD069782;Via Peças;lubricant;Filtration;MD069782;;;7500.0;1;Today;Mitsubishi;L200;;;4D56;;15W40;Universal;1.0;;;Front;filtro de óleo, oil seal;;yes
Oil Filter Mitsubishi ME017242;Via Peças;lubricant;Filtration;ME017242;;;9800.0;1;Today;Mitsubishi;Canter;;;4D33/4D34;;15W40;Universal;1.0;;;Truck;filtro de óleo, oil filter;;yes
Air Filter Aftermarket MISM626;Via Peças;part;Filtration;MISM626;;;8500.0;1;Today;Aftermarket;Mitsubishi;;;Various;;;;;;;Intake;filtro de ar, air filter;;yes
Kit Wheel Bearing Aftermarket WBK-10064;Via Peças;part;Mechanical;WBK-10064;;;28900.0;1;Today;Aftermarket;Hyundai/Kia;;;Various;;;;;;;Complete Kit;kit rolamento roda, wheel bearing kit;;yes
Kit Wheel Bearing Aftermarket WBK-5516;Via Peças;part;Mechanical;WBK-5516;;;35500.0;1;Today;Aftermarket;Toyota;;;Various;;;;;;;Complete Kit;kit rolamento roda, wheel bearing kit;;yes
Spark Plug Aftermarket XP5263;Via Peças;part;Engine;XP5263;;;15500.0;1;Today;Aftermarket;Various;;;;;;;;;;Intake;vela de ignição, vela;;yes
Wrench of Box Yato YT-01234T;Via Peças;part;Mechanical;YT-01234T;;;9800.0;1;Today;Yato;Tool;;;;;;;;;;Workshop Accessory;chave de caixa, socket wrench;;yes
Combination Wrench Yato YT-06876;Via Peças;part;Mechanical;YT-06876;;;13750.0;1;Today;Yato;Tool;;;;;;;;;;Workshop;chave de estrela, combination spanner;;yes
Pump of Grease Yato YT-0705;Via Peças;part;Engine;YT-0705;;;17700.0;1;Today;Yato;Tool;;;;;;;;;;Lubrication;bomba de massa, grease gun;;yes
Set of Wrenches Yato YT-1241;Via Peças;part;Mechanical;YT-1241;;;11550.0;1;Today;Yato;Tool;;;;;;;;;;Manual;jogo de chaves, socket set;;yes
Wrench of Impact Yato YT-12651;Via Peças;part;Mechanical;YT-12651;;;71150.0;1;Today;Yato;Tool;;;;;;;;;;Pneumatic;chave de impacto, impact socket;;yes
Wrench of Box Yato YT-12685;Via Peças;part;Mechanical;YT-12685;;;125300.0;1;Today;Yato;Tool;;;;;;;;;;Manual;chave de caixa, socket;;yes
Adapter Yato YT-1345;Via Peças;part;Mechanical;YT-1345;;;24100.0;1;Today;Yato;Tool;;;;;;;;;;Manual;adaptador, adapter;;yes
Adapter Yato YT-1348;Via Peças;part;Mechanical;YT-1348;;;21700.0;1;Today;Yato;Tool;;;;;;;;;;Manual;adaptador, adapter;;yes
Wrench of Box Yato YT-1425;Via Peças;part;Mechanical;YT-1425;;;4900.0;1;Today;Yato;Tool;;;;;;;;;;"1/4""";chave de caixa, socket;;yes
Jack Hydraulic Yato YT-17312;Via Peças;part;Mechanical;YT-17312;;;97650.0;1;Today;Yato;Equipment;;;;;;;;;;Lift;macaco hidráulico, bottle jack;;yes
Pliers Universal Yato YT-1942;Via Peças;part;Mechanical;YT-1942;;;11050.0;1;Today;Yato;Tool;;;;;;;;;;Manual;alicate universal, combination pliers;;yes
Pliers of Ends Yato YT-1946;Via Peças;part;Mechanical;YT-1946;;;7500.0;1;Today;Yato;Tool;;;;;;;;;;Manual;alicate de pontas, long nose pliers;;yes
Flathead Screwdriver Yato YT-21650;Via Peças;part;Mechanical;YT-21650;;;4850.0;1;Today;Yato;Tool;;;;;;;;;;Manual;chave de fenda, screwdriver;;yes
Flathead Screwdriver Yato YT-21651;Via Peças;part;Mechanical;YT-21651;;;4400.0;1;Today;Yato;Tool;;;;;;;;;;Manual;chave de fenda, screwdriver;;yes
Flathead Screwdriver Yato YT-21652;Via Peças;part;Mechanical;YT-21652;;;8350.0;1;Today;Yato;Tool;;;;;;;;;;Manual;chave de fenda, screwdriver;;yes
Wrench Phillips Yato YT-21653;Via Peças;part;Mechanical;YT-21653;;;11950.0;1;Today;Yato;Tool;;;;;;;;;;Manual;chave phillips, screwdriver ph;;yes
Wrench Phillips Yato YT-21654;Via Peças;part;Mechanical;YT-21654;;;22400.0;1;Today;Yato;Tool;;;;;;;;;;Manual;chave phillips, screwdriver ph;;yes
Hose Flexible Yato YT-2452;Via Peças;part;Mechanical;YT-2452;;;8850.0;1;Today;Yato;Tool;;;;;;;;;;Accessory;tubo flexível, flexible hose;;yes
Set of Drill Bits Yato YT-25891;Via Peças;part;Mechanical;YT-25891;;;1900.0;1;Today;Yato;Consumable;;;;;;;;;;Metal/HSS;jogo de brocas, drill bit set;;yes
Set of Drill Bits Yato YT-25892;Via Peças;part;Mechanical;YT-25892;;;2800.0;1;Today;Yato;Consumable;;;;;;;;;;Metal/HSS;jogo de brocas, drill bit set;;yes
Set of Drill Bits Yato YT-25893;Via Peças;part;Mechanical;YT-25893;;;3850.0;1;Today;Yato;Consumable;;;;;;;;;;Metal/HSS;jogo de brocas, drill bit set;;yes
Hole Saw Yato YT-25900;Via Peças;part;Mechanical;YT-25900;;;1850.0;1;Today;Yato;Consumable;;;;;;;;;;Metal;broca craniana, hole saw;;yes
Drill Bit Yato YT-25934;Via Peças;part;Mechanical;YT-25934;;;4700.0;1;Today;Yato;Consumable;;;;;;;;;;Metal;broca, drill bit;;yes
Drill Bit Yato YT-25965;Via Peças;part;Mechanical;YT-25965;;;12500.0;1;Today;Yato;Consumable;;;;;;;;;;Metal;broca, drill bit;;yes
Drill Bit Yato YT-25971;Via Peças;part;Mechanical;YT-25971;;;6050.0;1;Today;Yato;Consumable;;;;;;;;;;Metal;broca, drill bit;;yes
Drill Bit Yato YT-25982;Via Peças;part;Mechanical;YT-25982;;;27250.0;1;Today;Yato;Consumable;;;;;;;;;;Metal;broca, drill bit;;yes
Voltage Tester Yato YT-2827;Via Peças;part;Mechanical;YT-2827;;;13750.0;1;Today;Yato;Tool;;;;;;;;;;Electric;busca-polos, voltage tester;;yes
Tape Measuring Yato YT-2862;Via Peças;part;Mechanical;YT-2862;;;2650.0;1;Today;Yato;Tool;;;;;;;;;;Measurement;fita métrica, measuring tape;;yes
Tape Measuring Yato YT-28631;Via Peças;part;Mechanical;YT-28631;;;4200.0;1;Today;Yato;Tool;;;;;;;;;;5 metros;fita métrica, measuring tape;;yes
Wrench of Ratchet Yato YT-38791;Via Peças;part;Mechanical;YT-38791;;;149800.0;1;Today;Yato;Tool;;;;;;;;;;"1/2""";chave de roquete, ratchet handle;;yes
Set of Tools Yato YT-38928;Via Peças;part;Mechanical;YT-38928;;;95900.0;1;Today;Yato;Equipment;;;;;;;;;;Complete Tool Set;jogo de ferramentas, tool set;;yes
Flashlight of Work Yato YT-39280;Via Peças;part;Mechanical;YT-39280;;;69815.0;1;Today;Yato;Equipment;;;;;;;;;;LED/Workshop;lanterna de trabalho, work lamp;;yes
Cabinet of Tools Yato YT-55570;Via Peças;part;Mechanical;YT-55570;;;139750.0;1;Today;Yato;Equipment;;;;;;;;;;Workshop;armário de ferramentas, tool cabinet;;yes
Wrench of Handle Yato YT-5837;Via Peças;part;Mechanical;YT-5837;;;8850.0;1;Today;Yato;Tool;;;;;;;;;;Manual;chave de punho, t-handle wrench;;yes
Hex Key Yato YT-58821;Via Peças;part;Mechanical;YT-58821;;;9300.0;1;Today;Yato;Tool;;;;;;;;;;Manual;chave sextavada, hex key;;yes
Hex Key Yato YT-58825;Via Peças;part;Mechanical;YT-58825;;;10550.0;1;Today;Yato;Tool;;;;;;;;;;Manual;chave sextavada, hex key;;yes
Hex Key Yato YT-58827;Via Peças;part;Mechanical;YT-58827;;;15200.0;1;Today;Yato;Tool;;;;;;;;;;Manual;chave sextavada, hex key;;yes
Bench Vise Yato YT-6504;Via Peças;part;Mechanical;YT-6504;;;205250.0;1;Today;Yato;Equipment;;;;;;;;;;Workshop;torno de bancada, bench vice;;yes
Gloves of Protection Yato YT-73091;Via Peças;part;Mechanical;YT-73091;;;49950.0;1;Today;Yato;EPI;;;;;;;;;;Protection;luvas de proteção, safety gloves;;yes
X-Ato Yato YT-75071;Via Peças;part;Mechanical;YT-75071;;;2100.0;1;Today;Yato;Tool;;;;;;;;;;Manual;x-ato, cutter;;yes
Drill of Impact Yato YT-82049;Via Peças;part;Mechanical;YT-82049;;;50150.0;1;Today;Yato;Electric;;;;;;;;;;Equipment;berbequim de impacto, impact drill;;yes
Angle Grinder Yato YT-82110;Via Peças;part;Mechanical;YT-82110;;;146300.0;1;Today;Yato;Electric;;;;;;;;;;Equipment;rebarbadora, angle grinder;;yes
Gun of Air Hot Yato YT-82293;Via Peças;part;Mechanical;YT-82293;;;45000.0;1;Today;Yato;Electric;;;;;;;;;;Equipment;pistola de ar quente, heat gun;;yes
Rotary Hammer Yato YT-8272;Via Peças;part;Mechanical;YT-8272;;;13550.0;1;Today;Yato;Electric;;;;;;;;;;Equipment;martelo perfurador, rotary hammer;;yes
Flashlight Rechargeable Yato YT-82760;Via Peças;part;Mechanical;YT-82760;;;20200.0;1;Today;Yato;Equipment;;;;;;;;;;LED;lanterna recarregável, flashlight;;yes
Charger of Battery Yato YT-82784;Via Peças;part;Mechanical;YT-82784;;;174800.0;1;Today;Yato;Equipment;;;;;;;;;;18V;carregador de bateria, battery charger;;yes
Battery Charger/Jump Starter Yato YT-83060;Via Peças;part;Mechanical;YT-83060;;;350000.0;1;Today;Yato;Equipment;;;;;;;;;;12V/24V;carregador/arrancador, battery charger;;yes
Oil Filter Aftermarket Z452;Via Peças;lubricant;Filtration;Z452;;;3800.0;1;Today;Aftermarket;Various;;;;;15W40;Universal;1.0;;;Cross Reference;filtro de óleo, oil filter;;yes
Oil Filter Aftermarket Z623;Via Peças;lubricant;Filtration;Z623;;;4500.0;1;Today;Aftermarket;Various;;;;;15W40;Universal;1.0;;;Cross Reference;filtro de óleo, oil filter;;yes
Oil Filter Aftermarket Z642;Via Peças;lubricant;Filtration;Z642;;;4500.0;1;Today;Aftermarket;Various;;;;;15W40;Universal;1.0;;;Cross Reference;filtro de óleo, oil filter;;yes
Gasket Cap Valves Toyota 11214-51010;Via Peças;part;Mechanical;11214-51010;;;15000.0;1;Today;Toyota;Land Cruiser;2007;2021.0;4.5 V8 (1VD-FTV);;;;;;;Front Axle;junta tampa válvulas, gasket, cylinder head cover;;yes
Main Bearing Set (STD) Toyota 11701-67020;Via Peças;part;Mechanical;11701-67020;;;42500.0;1;Today;Toyota;Hilux/Prado;1993;2004.0;3.0 TD (1KZ-TE);;;;;;;Standard;capas de apoio (std), bearing, crankshaft;;yes
Main Bearing Set (STD) Toyota 11702-54060;Via Peças;part;Mechanical;11702-54060;;;54000.0;1;Today;Toyota;Hiace/Hilux;1988;2005.0;2.4/2.8/3.0 (L/2L/3L/5L);;;;;;;Standard;capas de apoio (std), bearing, crankshaft;;yes
Piston Ring Set Toyota 13011-30020;Via Peças;part;Mechanical;13011-30020;;;38800.0;1;Today;Toyota;Hilux;2005;2015.0;3.0 D4D (1KD-FTV);;;;;;;4 Cylinders;jogo de segmentos, piston ring set;;yes
Valve of Exhaust Toyota 13202-54041;Via Peças;part;Mechanical;13202-54041;;;34500.0;1;Today;Toyota;Hilux/Hiace;1988;2005.0;2.4/2.8/3.0 (2L/3L/5L);;;;;;;L-Series Engine;válvula de escape, valve, exhaust;;yes
Valve of Exhaust Toyota 13202-67030;Via Peças;part;Mechanical;13202-67030;;;35800.0;1;Today;Toyota;Prado/Hilux;1993;2004.0;3.0 TD (1KZ-TE);;;;;;;1KZ Engine;válvula de escape, valve, exhaust;;yes
Air Filter Aftermarket 1327-2717;Via Peças;part;Filtration;1327-2717;;;8000.0;1;Today;Aftermarket;Various;;;;;;;;;;Cross Reference;filtro de ar, air filter;;yes
Timing Belt Toyota 13568-19195;Via Peças;part;Mechanical;13568-19195;;;35800.0;1;Today;Toyota;Hilux/Prado;1993;2004.0;3.0 TD (1KZ-TE);;;;;;;119 teeth;correia distribuição, timing belt;;yes
Timing Belt Toyota 13568-59106;Via Peças;part;Mechanical;13568-59106;;;35000.0;1;Today;Toyota;Hilux/Hiace;1988;2005.0;2.4/2.8/3.0 (2L/3L/5L);;;;;;;129 teeth;correia distribuição, timing belt;;yes
Air Filter Suzuki 13780-53M00;Via Peças;part;Filtration;13780-53M00;;;7500.0;1;Today;Suzuki;Swift/Celerio;2010;2017.0;1.0/1.2;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Suzuki 13780-53M30;Via Peças;part;Filtration;13780-53M30;;;8000.0;1;Today;Suzuki;Celerio;2014;2019.0;1.0;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Suzuki 13780-53T50;Via Peças;part;Filtration;13780-53T50;;;8000.0;1;Today;Suzuki;Various;;;;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Suzuki 13780-62S00;Via Peças;part;Filtration;13780-62S00;;;8500.0;1;Today;Suzuki;Vitara/S-Cross;2015;2022.0;1.0/1.4 BoosterJet;;;;;;;Intake;filtro de ar, air filter;;yes
Thermostat Perkins/Various 140517050;Via Peças;part;Mechanical;140517050;;;7500.0;1;Today;Perkins/Various;Tratores;;;Various;;;;;;;Industrial;termóstato, thermostat;;yes
Air Filter Mitsubishi 1500A608;Via Peças;part;Filtration;1500A608;;;8500.0;1;Today;Mitsubishi;L200 Triton;2015;2023.0;2.4 Diesel;;;;;;;New Model;filtro de ar, air filter;;yes
Oil Filter Nissan 15208-31U00;Via Peças;lubricant;Filtration;15208-31U00;;;3800.0;1;Today;Nissan;Maxima/Pathfinder;1995;2012.0;V6 Gasolina;;15W40;Universal;1.0;;;Armored;filtro de óleo, oil filter;;yes
Oil Filter Nissan 15208-BN30A;Via Peças;lubricant;Filtration;15208-BN30A;;;6800.0;1;Today;Nissan;Almera/Micra;2003;2010.0;1.5 dCi;;15W40;Universal;1.0;;;Diesel;filtro de óleo, oil filter;;yes
Pump of Water Toyota 16100-69357;Via Peças;part;Engine;16100-69357;;;80000.0;1;Today;Toyota;Hilux/Prado;1993;2004.0;3.0 TD (1KZ-TE);;;;;;;Arrefecimento;bomba de água, water pump;;yes
Radiator of Water Toyota 16400-0L250;Via Peças;part;Mechanical;16400-0L250;;;95800.0;1;Today;Toyota;Hilux;2005;2015.0;2.5/3.0 D4D;;;;;;;KUN25/KUN26;radiador de água, radiator assy;;yes
Oil Filter Suzuki 16510-65L10;Via Peças;lubricant;Filtration;16510-65L10;;;3800.0;1;Today;Suzuki;Swift/Baleno/Ignis;2016;2023.0;1.2;;15W40;Universal;1.0;;;Petrol;filtro de óleo, oil filter;;yes
Air Filter Renault 16546-1599R;Via Peças;part;Filtration;16546-1599R;;;7500.0;1;Today;Renault;Duster/Oroch;2012;2020.0;1.6/2.0;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Nissan 16546-1LK0E;Via Peças;part;Filtration;16546-1LK0E;;;15000.0;1;Today;Nissan;Juke/Sentra;2011;2017.0;1.6 Turbo;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Renault 16546-9466R;Via Peças;part;Filtration;16546-9466R;;;7500.0;1;Today;Renault;Captur/Clio IV;2013;2019.0;0.9/1.2 TCe;;;;;;;Intake;filtro de ar, air filter;;yes
Tensioner of Belt Toyota 16620-0S012;Via Peças;part;Mechanical;16620-0S012;;;130000.0;1;Today;Toyota;Tundra/Sequoia;2007;2021.0;5.7 V8 (3UR-FE);;;;;;;Accessories;tensor de correia, belt tensioner;;yes
Tensioner of Belt Toyota 16620-30031;Via Peças;part;Mechanical;16620-30031;;;130000.0;1;Today;Toyota;Hilux/Prado;2005;2015.0;2.5/3.0 D4D;;;;;;;1KD/2KD Engine;tensor de correia, belt tensioner;;yes
Cover of the Fan Toyota 16711-0L050;Via Peças;part;Mechanical;16711-0L050;;;40000.0;1;Today;Toyota;Hilux;2005;2015.0;2.5/3.0 D4D;;;;;;;Radiator;capa do ventilador, fan shroud;;yes
Gasket of Turbo Toyota 17218-03009;Via Peças;part;Mechanical;17218-03009;;;7500.0;1;Today;Toyota;Various;;;;;;;;;;Exhaust;junta de turbo, turbocharger gasket;;yes
Air Filter Toyota 17801-0C010;Via Peças;part;Filtration;17801-0C010;;;7500.0;1;Today;Toyota;Hilux/Fortuner;2005;2015.0;2.5/3.0 D4D;;;;;;;KUN25/KUN26;filtro de ar, air filter;;yes
Air Filter Toyota 17801-0Y040;Via Peças;part;Filtration;17801-0Y040;;;6500.0;1;Today;Toyota;Etios/Yaris;2013;2020.0;1.3/1.5;;;;;;;Intake;filtro de ar, air filter;;yes
Set Gaskets Engine Toyota 04111-54220;Via Peças;part;Engine;04111-54220;;;110000.0;1;Today;Toyota;Hilux/Hiace;1998;2005.0;3.0 D (5L);;;;;;;Complete;jogo juntas motor, engine gasket kit;;yes
Front Brake Pads Toyota 04465-06100;Via Peças;part;Brakes;04465-06100;;;26000.0;1;Today;Toyota;Camry/Aurion;2006;2011.0;V6;;;;;;;Front Axle;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Toyota 04465-0D160;Via Peças;part;Brakes;04465-0D160;;;25800.0;1;Today;Toyota;Yaris/Vitz;2011;2017.0;1.0/1.3;;;;;;;Front Axle;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Toyota 04465-0K020;Via Peças;part;Brakes;04465-0K020;;;25500.0;1;Today;Toyota;Hilux;2005;2011.0;2.5/3.0 D4D;;;;;;;Solid/Vented Disc;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Toyota 04465-0K240;Via Peças;part;Brakes;04465-0K240;;;26800.0;1;Today;Toyota;Hilux/Fortuner;2011;2015.0;Various;;;;;;;Front Axle;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Toyota 04465-26240;Via Peças;part;Brakes;04465-26240;;;27500.0;1;Today;Toyota;Hiace;1989;2004.0;Various;;;;;;;Front Axle;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Toyota 04465-60250;Via Peças;part;Brakes;04465-60250;;;34200.0;1;Today;Toyota;Land Cruiser/Prado;2002;2010.0;Various;;;;;;;Front Axle;pastilhas travão diant, front brake pads;;yes
Air Filter Suzuki 13780-65L00;Via Peças;part;Filtration;13780-65L00;;;7800.0;1;Today;Suzuki;Swift;2010;2017.0;1.2;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Suzuki 13780-68P00;Via Peças;part;Filtration;13780-68P00;;;9800.0;1;Today;Suzuki;Vitara;2015;2020.0;1.6;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Suzuki 13780-72R00;Via Peças;part;Filtration;13780-72R00;;;9000.0;1;Today;Suzuki;Swift/Ignis;2017;2023.0;1.2 DualJet;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Suzuki 13780-74L00;Via Peças;part;Filtration;13780-74L00;;;7000.0;1;Today;Suzuki;Celerio;2014;2019.0;1.0;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Suzuki 13780-81A00;Via Peças;part;Filtration;13780-81A00;;;7000.0;1;Today;Suzuki;Jimny;1998;2018.0;1.3;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Mitsubishi 1500A098;Via Peças;part;Filtration;1500A098;;;7800.0;1;Today;Mitsubishi;L200 Triton;2005;2015.0;3.2 DID;;;;;;;Intake;filtro de ar, air filter;;yes
Filter Oil (Element) Toyota 04152-YZZA5;Via Peças;lubricant;Filtration;04152-YZZA5;;;6000.0;1;Today;Toyota;Avalon/Rav4/Camry;2009;2018.0;2.5/3.5;;15W40;Universal;1.0;;;Cartridge;filtro óleo (elemento), oil filter (element);;yes
Filter Oil (Element) Toyota 04152-YZZA6;Via Peças;lubricant;Filtration;04152-YZZA6;;;6000.0;1;Today;Toyota;Corolla;2009;2019.0;1.8/2.0;;15W40;Universal;1.0;;;Cartridge;filtro óleo (elemento), oil filter (element);;yes
U-Joint of Driveshaft Toyota 04371-60070;Via Peças;part;Mechanical;04371-60070;;;32000.0;1;Today;Toyota;Hilux/Land Cruiser;;;Various;;;;;;;Transmission;cruzeta de cardan, universal joint;;yes
Front Brake Pads Toyota 04465-04070;Via Peças;part;Brakes;04465-04070;;;29000.0;1;Today;Toyota;Tacoma/Hilux;2005;2015.0;Various;;;;;;;Front Axle;pastilhas travão diant, front brake pads;;yes
Set Brake Shoes Rear Toyota 04495-52100;Via Peças;part;Mechanical;04495-52100;;;32500.0;1;Today;Toyota;Yaris;2005;2011.0;1.0/1.3;;;;;;;Rear Axle;jogo maxilas tras, rear brake shoe set;;yes
Set Brake Shoes Rear Toyota 04495-60070;Via Peças;part;Mechanical;04495-60070;;;38800.0;1;Today;Toyota;Land Cruiser/Prado;1996;2002.0;Various;;;;;;;Rear Axle;jogo maxilas tras, rear brake shoe set;;yes
Gasket Cap Valves Toyota 11213-30021;Via Peças;part;Mechanical;11213-30021;;;15000.0;1;Today;Toyota;Hilux/Prado;2005;2015.0;2.5/3.0 D4D (1KD/2KD);;;;;;;Rubber;junta tampa válvulas, cylinder head cover gasket;;yes
Gasket Cap Valves Toyota 11213-54050;Via Peças;part;Mechanical;11213-54050;;;15000.0;1;Today;Toyota;Hilux/Hiace;1988;2005.0;2.4/2.8/3.0 (2L/3L/5L);;;;;;;Rubber;junta tampa válvulas, cylinder head cover gasket;;yes
Gasket Cap Valves Toyota 11213-75041;Via Peças;part;Mechanical;11213-75041;;;15000.0;1;Today;Toyota;Hilux/Tacoma;2005;2020.0;2.7 (2TR-FE);;;;;;;Rubber;junta tampa válvulas, cylinder head cover gasket;;yes
Gasket Cap Valves Toyota 11214-51010;Via Peças;part;Mechanical;11214-51010;;;15000.0;1;Today;Toyota;Land Cruiser;2007;2021.0;4.5 V8 (1VD-FTV);;;;;;;Outer Side;junta tampa válvulas, cylinder head cover gasket;;yes
Valve of Exhaust Toyota 13202-54041;Via Peças;part;Mechanical;13202-54041;;;34500.0;1;Today;Toyota;Hilux/Hiace;1988;1997.0;2.4/2.8 (2L/3L);;;;;;;L-Series Engine;válvula de escape, exhaust valve;;yes
Air Filter Aftermarket 1327-2717;Via Peças;part;Filtration;1327-2717;;;8000.0;1;Today;Aftermarket;Various;;;;;;;;;;Cross Reference;filtro de ar, air filter;;yes
Wheel Bearing KBS 1727211/KBS;Via Peças;part;Mechanical;1727211/KBS;;;38900.0;1;Today;KBS;Various;;;;;;;;;;Aftermarket;rolamento de roda, wheel bearing;;yes
Air Filter Toyota 17801-28010;Via Peças;part;Filtration;17801-28010;;;7000.0;1;Today;Toyota;Rav4/Previa;2000;2006.0;2.0/2.4;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Toyota 17801-30040;Via Peças;part;Filtration;17801-30040;;;7800.0;1;Today;Toyota;Hilux/Prado;1996;2004.0;3.0 TD (1KZ-TE);;;;;;;Circular;filtro de ar, air filter;;yes
Air Filter Toyota 17801-30070;Via Peças;part;Filtration;17801-30070;;;8800.0;1;Today;Toyota;Hiace;2005;2018.0;2.5/3.0 D4D;;;;;;;Circular;filtro de ar, air filter;;yes
Air Filter Toyota 17801-31090;Via Peças;part;Filtration;17801-31090;;;7000.0;1;Today;Toyota;Land Cruiser/Prado;2003;2009.0;4.0 V6 (1GR-FE);;;;;;;Square;filtro de ar, air filter;;yes
Air Filter Toyota 17801-31120;Via Peças;part;Filtration;17801-31120;;;7000.0;1;Today;Toyota;Land Cruiser/Prado;2009;2020.0;4.0 V6;;;;;;;New Model;filtro de ar, air filter;;yes
Air Filter Toyota 17801-38050;Via Peças;part;Filtration;17801-38050;;;7000.0;1;Today;Toyota;Land Cruiser 200;2008;2015.0;4.5/4.7 V8;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Toyota 17801-51020;Via Peças;part;Filtration;17801-51020;;;13500000.0;1;Today;Toyota;Land Cruiser 200;2008;2021.0;4.5 V8;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Toyota 17801-54100;Via Peças;part;Filtration;17801-54100;;;24500.0;1;Today;Toyota;Hilux/Hiace;1988;1997.0;2.4/2.8 (2L/3L);;;;;;;Circular;filtro de ar, air filter;;yes
Air Filter Toyota 17801-61030;Via Peças;part;Filtration;17801-61030;;;7800.0;1;Today;Toyota;Land Cruiser;1984;2007.0;4.0/4.2;;;;;;;Series 60/70/80;filtro de ar, air filter;;yes
Air Filter Toyota 17801-77050;Via Peças;part;Filtration;17801-77050;;;7000.0;1;Today;Toyota;Various;;;;;;;;;;Japanese Reference;filtro de ar, air filter;;yes
Air Filter Toyota 17801-BZ050;Via Peças;part;Filtration;17801-BZ050;;;8500.0;1;Today;Toyota;Avanza/Rush;2011;2020.0;1.3/1.5;;;;;;;Intake;filtro de ar, air filter;;yes
Catalytic Converter/Component Toyota 18450-51041;Via Peças;part;Mechanical;18450-51041;;;40000.0;1;Today;Toyota;Land Cruiser;;;4.5 V8;;;;;;;Exhaust;catalisador/componente, converter/exhaust part;;yes
Main Bearing Set (STD) Hyundai 21020-02805;Via Peças;part;Mechanical;21020-02805;;;26800.0;1;Today;Hyundai;Atos/i10;1998;2013.0;1.0/1.1;;;;;;;Standard;capas de apoio (std), main bearing set;;yes
Main Bearing Set (STD) Hyundai/Kia 21020-03000;Via Peças;part;Mechanical;21020-03000;;;27800.0;1;Today;Hyundai/Kia;i10/Picanto;2011;2017.0;1.0/1.2 Kappa;;;;;;;Standard;capas de apoio (std), main bearing set;;yes
